iteration,x,y,value,moved
72,-2.902095037911311,0.959882922515981,-2.014234980429948,False
73,-2.902095037911311,0.959882922515981,-2.014234980429948,False
74,-2.902095037911311,0.959882922515981,-2.014234980429948,False
75,-2.902095037911311,0.959882922515981,-2.014234980429948,False
76,-2.902095037911311,0.959882922515981,-2.014234980429948,False
77,-2.902095037911311,0.959882922515981,-2.014234980429948,False
78,-2.902095037911311,0.959882922515981,-2.014234980429948,False
79,-2.902095037911311,0.959882922515981,-2.014234980429948,False
80,-2.902095037911311,0.959882922515981,-2.014234980429948,False
81,-2.902095037911311,0.959882922515981,-2.014234980429948,False
82,-2.902095037911311,0.959882922515981,-2.014234980429948,False
83,-2.902095037911311,0.959882922515981,-2.014234980429948,False
84,-2.902095037911311,0.959882922515981,-2.014234980429948,False
85,-2.902095037911311,0.959882922515981,-2.014234980429948,False
86,-2.902095037911311,0.959882922515981,-2.014234980429948,False
87,-2.902095037911311,0.959882922515981,-2.014234980429948,False
88,-2.902095037911311,0.959882922515981,-2.014234980429948,False
89,-2.902095037911311,0.959882922515981,-2.014234980429948,False
90,-2.902095037911311,0.959882922515981,-2.014234980429948,False
91,-2.902095037911311,0.959882922515981,-2.014234980429948,False
92,-2.902095037911311,0.959882922515981,-2.014234980429948,False
93,-2.902095037911311,0.959882922515981,-2.014234980429948,False
94,-2.902095037911311,0.959882922515981,-2.014234980429948,False
95,-2.902095037911311,0.959882922515981,-2.014234980429948,False
96,-2.902095037911311,0.959882922515981,-2.014234980429948,False
97,-2.902095037911311,0.959882922515981,-2.014234980429948,False
98,-2.902095037911311,0.959882922515981,-2.014234980429948,False
99,-2.902095037911311,0.959882922515981,-2.014234980429948,False
100,-2.902095037911311,0.959882922515981,-2.014234980429948,False
