iteration,x,y,value,moved
44,1.9473462934297228,-2.8648138938362613,-2.3686281900257424,False
45,1.9473462934297228,-2.8648138938362613,-2.3686281900257424,False
46,1.9473462934297228,-2.8648138938362613,-2.3686281900257424,False
47,1.9473462934297228,-2.8648138938362613,-2.3686281900257424,False
48,1.9453332539403987,-2.867561297246085,-2.369003334591884,True
49,1.9453332539403987,-2.867561297246085,-2.369003334591884,False
50,1.9453332539403987,-2.867561297246085,-2.369003334591884,False
51,1.9453332539403987,-2.867561297246085,-2.369003334591884,False
52,1.9453332539403987,-2.867561297246085,-2.369003334591884,False
53,1.9453332539403987,-2.867561297246085,-2.369003334591884,False
54,1.9298902694309246,-2.9220334176804474,-2.370416213195692,True
55,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
56,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
57,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
58,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
59,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
60,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
61,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
62,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
63,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
64,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
65,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
66,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
67,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
68,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
69,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
70,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
71,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
72,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
73,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
74,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
75,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
76,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
77,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
78,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
79,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
80,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
81,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
82,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
83,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
84,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
85,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
86,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
87,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
88,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
89,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
90,1.9298902694309246,-2.9220334176804474,-2.370416213195692,False
91,1.9220543202298654,-2.8905374740748835,-2.370560566004331,True
92,1.9220543202298654,-2.8905374740748835,-2.370560566004331,False
93,1.9220543202298654,-2.8905374740748835,-2.370560566004331,False
94,1.9220543202298654,-2.8905374740748835,-2.370560566004331,False
95,1.9220543202298654,-2.8905374740748835,-2.370560566004331,False
96,1.9220543202298654,-2.8905374740748835,-2.370560566004331,False
97,1.9220543202298654,-2.8905374740748835,-2.370560566004331,False
98,1.9220543202298654,-2.8905374740748835,-2.370560566004331,False
99,1.9220543202298654,-2.8905374740748835,-2.370560566004331,False
100,1.9220543202298654,-2.8905374740748835,-2.370560566004331,False
